YearMade;WallType;RoofType;NumOfBedrooms;StovenFuelType;HeatingEquipmentType;HeatingEquipmentAge;NumOfRoomsHeated;FuelUsedForWaterHeating;WaterHeaterSize;AirConditioning;NumOfRoomsCooled;NumOfWindows;TotalSquareHeated;TotalSquareCooled;ElectricityConsumption
1972;Wood;;2;Electricity;Central Warm-Air Furnace;15-19 Years old;5;Electricity;Small;ИСТИНА;5;10;568;568;18450
1939;Wood;Asphalt;3;Electricity;Central Warm-Air Furnace;10-14 Years old;6;Natural Gas;Small;ИСТИНА;6;42;4793;4793;4500
1997;Siding;Composition Shingles;3;Electricity;Built-In Electric Units;10-14 Years old;5;Electricity;Medium;ЛОЖЬ;-1;30;1517;0;24586
1960;Stucco;;3;Natural Gas;;Not Applicable;-2;Natural Gas;Medium;ИСТИНА;-1;30;0;193;3643
1972;Brick;Composition Shingles;3;Electricity;Central Warm-Air Furnace;<2 Years old;6;Electricity;Medium;ИСТИНА;6;41;1596;1596;15762
1990;Stucco;Slate;3;Natural Gas;Central Warm-Air Furnace;15-19 Years old;6;Natural Gas;Medium;ЛОЖЬ;-1;41;3024;0;4947
1960;Siding;Wood Shingles;3;Natural Gas;Central Warm-Air Furnace;>20 Years old;7;Natural Gas;Medium;ИСТИНА;7;30;1022;1022;5513
1975;Brick;;-2;Natural Gas;;>20 Years old;-2;Natural Gas;Large;ЛОЖЬ;-1;0;0;0;4606
1986;Brick;Composition Shingles;3;Electricity;Heat Pump;2-4 Years old;7;Electricity;Medium;ИСТИНА;7;42;1656;1656;13502
1960;Brick;Composition Shingles;4;Electricity;Central Warm-Air Furnace;2-4 Years old;7;Natural Gas;Medium;ИСТИНА;7;41;2060;1010;15589
1975;Stucco;Composition Shingles;2;Electricity;Central Warm-Air Furnace;>20 Years old;4;Natural Gas;Medium;ИСТИНА;4;42;1250;1250;5751
1950;Brick;Composition Shingles;2;Natural Gas;Central Warm-Air Furnace;>20 Years old;5;Natural Gas;Medium;ИСТИНА;5;41;1497;1510;10226
1978;Brick;Composition Shingles;4;-;Central Warm-Air Furnace;10-14 Years old;9;Electricity;Medium;ИСТИНА;9;41;1900;1900;20770
1975;Stucco;Composition Shingles;3;Electricity;Central Warm-Air Furnace;10-14 Years old;7;Natural Gas;Large;ИСТИНА;7;41;2360;2360;14017
1964;Wood;Asphalt;3;Natural Gas;Built-In Room Heater;>20 Years old;5;Natural Gas;Large;ЛОЖЬ;-1;41;2950;0;5523
1988;Wood;Ceramic or Clay Tiles;4;-;;>20 Years old;-2;Natural Gas;Large;ЛОЖЬ;-1;41;0;0;11321
2000;Brick;;1;Natural Gas;Steam or Hot Water System;5-9 Years old;2;Natural Gas;Large;ИСТИНА;-1;20;446;446;701
1946;Siding;Composition Shingles;3;Natural Gas;Central Warm-Air Furnace;>20 Years old;7;Natural Gas;Medium;ИСТИНА;-1;42;1610;223;10232
2006;Stucco;Composition Shingles;4;-;Heat Pump;2-4 Years old;8;Electricity;Large;ИСТИНА;8;41;6451;6451;30686
1992;Siding;Wood Shingles;3;Natural Gas;Central Warm-Air Furnace;10-14 Years old;5;Electricity;Small;ИСТИНА;5;41;1280;1280;22261
1993;Brick;Composition Shingles;4;-;Central Warm-Air Furnace;15-19 Years old;10;Natural Gas;Large;ИСТИНА;10;60;6124;3523;13717
1984;Stucco;Composition Shingles;3;Electricity;Central Warm-Air Furnace;>20 Years old;2;Electricity;Medium;ИСТИНА;3;41;823;1234;10682
1999;Siding;Asphalt;3;Electricity;Central Warm-Air Furnace;10-14 Years old;7;Natural Gas;Medium;ИСТИНА;7;42;2754;2754;15923
1930;Brick;Composition Shingles;3;Electricity;Central Warm-Air Furnace;10-14 Years old;6;Natural Gas;Medium;ИСТИНА;6;30;829;829;8587
2005;Siding;Composition Shingles;3;Electricity;Central Warm-Air Furnace;2-4 Years old;6;Electricity;Large;ИСТИНА;6;30;2152;2152;6988
1987;Siding;Composition Shingles;3;Electricity;Heat Pump;5-9 Years old;4;Electricity;Medium;ИСТИНА;4;30;1237;1237;14345
1957;Stucco;Composition Shingles;3;Natural Gas;;>20 Years old;-2;Natural Gas;Medium;ИСТИНА;-1;30;0;401;7219
1986;Stucco;Composition Shingles;2;Electricity;Heat Pump;2-4 Years old;5;Electricity;Medium;ЛОЖЬ;-1;30;1510;0;8177
1971;Wood;Composition Shingles;4;Electricity;Built-In Electric Units;>20 Years old;8;Electricity;Medium;ЛОЖЬ;-1;41;2681;0;37580
1920;Siding;Composition Shingles;4;Electricity;Central Warm-Air Furnace;10-14 Years old;6;Electricity;Large;ИСТИНА;5;30;1141;1141;9402
1997;Concrete;Wood Shingles;3;Electricity;Central Warm-Air Furnace;10-14 Years old;5;Electricity;Medium;ИСТИНА;5;41;1275;1275;16092
1995;Siding;Composition Shingles;3;Electricity;Central Warm-Air Furnace;10-14 Years old;5;Electricity;Medium;ИСТИНА;5;30;1138;1138;12557
1963;Siding;Composition Shingles;3;-;Central Warm-Air Furnace;5-9 Years old;9;Natural Gas;Medium;ИСТИНА;9;42;2548;2548;8357
1968;Wood;Composition Shingles;2;Electricity;Central Warm-Air Furnace;5-9 Years old;4;Natural Gas;Medium;ИСТИНА;4;20;1472;1472;5846
1987;Siding;Composition Shingles;3;Electricity;Heat Pump;>20 Years old;6;Electricity;Large;ИСТИНА;6;41;1649;1649;10602
1966;Brick;Composition Shingles;4;-;Steam or Hot Water System;5-9 Years old;10;Fuel Oil;None;ИСТИНА;5;50;3380;1117;14284
1965;Other;Composition Shingles;3;Natural Gas;Central Warm-Air Furnace;5-9 Years old;5;Natural Gas;Medium;ИСТИНА;5;41;1620;1620;13439
1980;Stucco;Composition Shingles;3;Natural Gas;Built-In Room Heater;2-4 Years old;2;Natural Gas;Medium;ИСТИНА;-1;41;540;270;2630
2003;Siding;Composition Shingles;3;Electricity;Central Warm-Air Furnace;5-9 Years old;6;Natural Gas;Small;ИСТИНА;-1;41;1879;313;5131
1997;Brick;Asphalt;4;Electricity;Central Warm-Air Furnace;10-14 Years old;9;Natural Gas;Large;ИСТИНА;9;50;3590;3590;13006
1920;Brick;Composition Shingles;3;Natural Gas;Central Warm-Air Furnace;15-19 Years old;8;Natural Gas;Large;ЛОЖЬ;-1;50;1826;0;5239
2004;Concrete;Composition Shingles;3;Electricity;Heat Pump;5-9 Years old;8;Electricity;Large;ИСТИНА;8;50;5228;5228;21410
2005;Siding;Asphalt;2;Electricity;Heat Pump;5-9 Years old;4;Electricity;Medium;ИСТИНА;4;30;1440;1440;10199
1995;Brick;;2;Electricity;Central Warm-Air Furnace;10-14 Years old;5;Natural Gas;Medium;ИСТИНА;5;60;1251;1251;5068
1979;Stucco;Composition Shingles;2;Natural Gas;;<2 Years old;-2;Natural Gas;Medium;ЛОЖЬ;-1;30;0;0;4038
1947;Stucco;Composition Shingles;2;Natural Gas;Floor or Wall Pipeless Furnace;>20 Years old;4;Natural Gas;Medium;ИСТИНА;-1;41;1066;267;6935
1974;Brick;Composition Shingles;3;Natural Gas;Central Warm-Air Furnace;>20 Years old;7;Natural Gas;Medium;ИСТИНА;7;41;3480;3480;12139
1975;Wood;;2;Electricity;Central Warm-Air Furnace;<2 Years old;4;Natural Gas;Small;ИСТИНА;4;50;884;884;4365
1988;Concrete;Wood Shingles;4;Propane/LPG;Heat Pump;5-9 Years old;5;Propane/LPG;Large;ИСТИНА;5;30;1706;1706;18139
1927;Wood;Asphalt;2;Electricity;Central Warm-Air Furnace;5-9 Years old;5;Electricity;Medium;ИСТИНА;5;41;1044;1044;10409
1980;Brick;;1;Electricity;Central Warm-Air Furnace;10-14 Years old;3;Electricity;Large;ИСТИНА;3;20;1100;1100;11327
1974;Siding;Composition Shingles;3;Electricity;Central Warm-Air Furnace;<2 Years old;6;Electricity;Large;ИСТИНА;6;41;1395;1395;44225
1959;Stucco;Composition Shingles;3;Natural Gas;;5-9 Years old;-2;Natural Gas;Medium;ЛОЖЬ;-1;41;0;0;8251
1929;Wood;Composition Shingles;3;Electricity;Central Warm-Air Furnace;10-14 Years old;5;Natural Gas;Large;ЛОЖЬ;-1;41;1122;0;12368
1978;Siding;Metal;2;Electricity;Central Warm-Air Furnace;>20 Years old;5;Natural Gas;Small;ИСТИНА;5;30;816;816;4407
1999;Siding;Metal;3;Electricity;Central Warm-Air Furnace;10-14 Years old;5;Electricity;Medium;ИСТИНА;5;41;1280;1280;4798
